ID,描述
ID,Desc
1,當前狀態不能睡覺
2,不能睡在這個地方，你需要牀
3,不能在白天睡覺
4,距離睡袋太遠
5,這裏太熱了，不能倒水
6,烈焰星不能放置睡袋
7,彈藥不足
8,正在全力上傳/下載地圖中，請稍後再試
9,正在全力下載地圖，請稍後再試
10,存檔數量達到上限，請刪除不需要的存檔地圖
11,分享地圖成功，快通知小夥伴們下載吧
12,網絡中斷，暫停分享，請連接網絡後再試
13,請選擇地圖進入！
14,正在分享，上傳地圖完成後才能進入
15,"此地圖未下載完成,不能進入"
16,是否刪除正在下載的存檔
17,"確定要永久刪除此地圖嗎？ 
#cef2d2d（地圖的備份也會被刪除）
（刪除後無法恢復）#n"
18,沒有連接到網絡，請在無線局域網下分享地圖
19,沒有連接到網絡，請在無線局域網下下載地圖
20,沒有連接到網絡，請在無線局域網下更新地圖
21,"溫馨提醒：您正在使用移動網絡，遊戲和語音會消耗流量，是否繼續？
（建議連接無線局域網網絡）"
22,網絡不穩定，下載中斷，請重新連接無線局域網再試
23,暫沒有更多地圖了，快來分享你的地圖吧
24,沒有更多關注地圖了
25,我的關注已滿，請刪除部分關注的地圖
26,成功添加地圖，請到（我的關注）查看
27,是否取消關注
28,下載存檔數已滿，請刪除不需要的存檔地圖
29,下載地圖失敗，請檢查網絡狀況再試
30,今天已經給這個地圖評過分，每天一次
31,今天的點贊已經用完，請明天再試
32,有限的地圖說明：創建固定大小的隨機地形地圖，適合普通性能的設備
33,超大的地圖說明：創建無限的大小的地形地圖，適合較高性能的設備
34,平坦地形的說明：創建平整地形的地圖，適合搭建建築
35,請選擇要製作的物品！
36,確定要刪除好友嗎？
37,網絡連接不穩定，請稍後再試
38,這個小夥伴已是你的好友
39,好友數量已達上限
40,不能添加自己爲好友
41,添加好友不成功，請稍後再試
42,成功刪除該好友
43,遊戲內不能下載存檔地圖，請到主界面再試
44,附近好友暫時沒找到，請稍後再搜索
45,輸入角色名可使用數字、字母、或者漢字
46,角色名已存在 （點擊文字可輸入）
47,高等配置
48,中等配置
49,低等配置
50,背視角
51,正視角
52,主視角
53,視野(遠)
54,視野(中)
55,視野(近)
56,儲物箱已滿！
57,賬號任務點數：
58,無
59,的冒險
60,的創造
61,缺少@1
62,製作了@1×@2
63,刪除好友
64,@1成爲你的好友
65,已從附魔界面掉出
66,附魔所需星星不足
67,還沒有附魔屬性
68,隨機給予附魔屬性
69,此物品已被附魔
70,融合後副物品會消失
71,請放入副物品
72,請選擇附魔物品
73,星星
74,迷你幣
75,可附魔的物品：
76,可用的主物品
77,可用的副物品
78,無適合屬性
79,@1附魔成功！
80,請放入要附魔的物品
81,已從附魔界面放入揹包
82,在野外努力生存吧，收集資源，探索世界
83,擁有各種無限的資源可以搭建任何想到的東西
84,創建一個新的存檔\n 開始冒險吧
85,你還沒有存檔，快去#cfa7a0f創建#n一個吧
86,這裏有更多地圖可以#cfa7a0f下載！#n
87,第一次進入遊戲，推薦進行新手教學，瞭解遊戲基本玩法
88,選擇場景中的人物\n 創建你的角色吧
89,請選擇角色
90,新手教學還沒完成，是否繼續？
91,如果你第一次進入迷你世界 我們強烈建議你進入#c0aaa1a教學地圖(推薦)#n
92,新手教學地圖
93,已到達：地下世界
94,已到達：地表世界
95,你在與@other的戰鬥中不慎失手。
96,@self在游泳過程中要注意氧氣消耗哦~
97,@self注意遠離高溫物體！
98,高處危險重重，要隨時注意安全哦！
99,你需要一件宇航服。
100,小心仙人掌！
101,這運氣可以買彩票了。
102,中毒了請喝鮮奶！
103,@self像花一樣凋謝了。
104,已進入奔跑模式
105,已進入潛行模式
106,快來我的冒險房間吧！我和小夥伴都在等你
107,這冒險房間很酷！根本停不下來
108,誰快來我的冒險房間作客？
109,是兄弟，就來我的冒險房間吧！
110,誰來幫我挖挖礦，快來我的冒險房間！
111,快快來我的創造房間！這裏很多好玩的
112,快來我的創造房間大家一起開派對！
113,我精心打造的創造房間，歡迎大家
114,我的創造房間早已等候多時！
115,我的創造房間有座大房子，快進來看看吧！
116,月圓了，這是一個特殊的夜晚...
117,月隱了，這是一個特殊的夜晚...
118,這裏有很多貨物，你需要些什麼？或許你還可以去沙漠和冰原找我的兄妹。
119,漫漫黃沙我長大的地方，我想要更多的貨物將其變爲綠洲！
120,冰原寒冷，我需要大量的物資，你可以爲我提供嗎？
121,有不合規的敏感詞，請重新輸入
122,這是房主專用的儲物箱，你不可以打開
123,輸入修改的名字
124,需要花費
125,存檔內無法修改名字
126,恭喜成功修改名字爲
127,改名沒有成功，請檢查網絡再試
128,購買的道具會存放到左下角的倉庫中
