ID,名字,描述,追踪
ID,Name,Desc,TrackDesc
1000,,,
1001,,,
1002,,,
1003,,,
1004,,,
1005,,,
1006,,,
1007,,,
1008,,,
1009,,,
1010,,,
1011,,,
1012,,,
1013,,,
1014,,,
1015,,,
1016,,,
1017,,,
1018,,,
1022,,,
1023,,,
1024,Ammazzadraghi,Sconfiggi l'antico drago nero sul flamus @1,Sconfiggi #cfa7a0f l'antico dragone nero
1025,,,
1026,,,
1027,,,
1028,,,
1029,,,
1030,,,
1031,,,
1032,,,
1033,,,
1034,,,
1035,,,
1036,,,
1037,,,
1038,,,
1039,,,
1040,,,
1041,,,
1042,,,
1043,,,
1044,,,
1045,,,
1046,,,
1047,,,
1048,,,
1049,Allenatore rosa,"Utilizzare erba / mangime o carota Festa per nutrire due Tonton accanto al pagliaio, in modo che il numero di riproduttore Tonton raggiunga 200 @1",Razza #cfa7a0f Tonton
1050,Colleyer.,Utilizzare una manciata di erbacce o feed di erba per nutrire due mucche accanto al pagliaio per generare 200 vitelli @1,Razza #cfa7a0f mucca
1051,BAA!,Utilizzare una manciata di erbacce o feed di erba per nutrire due agnelli accanto al pagliaio per renderlo allevare fino a 200 agnelli @1,Razza #cfa7a0f pecore
1052,Summon Chick.,"Utilizzare l'alimentazione di erba per nutrire due polli accanto al pollaio, in modo che il numero di polli riproduttori raggiunga 200 @1",Razza #cfa7a0f Chicken
1053,Base di allevamento su larga scala,Completa automaticamente l'attività dopo aver completato l'attività predecessore,Completa il numero #cfa7a0f Breeding Animal Series risultati
1054,,,
1055,,,
1056,,,
1057,,,
1058,,,
1059,,,
1060,,,
1061,,,
1062,,,
1063,,,
1064,,,
1065,,,
1066,,,
1067,,,
1068,,,
1069,,,
1070,,,
1071,,,
1072,,,
1073,,,
1074,,,
1075,,,
1076,,,
1077,,,
1078,Nemico comune dei Goblins,Sconfitta 200 lancia goblin @1,Sconfiggi i#cfa7a0f lancieri Goblins
1079,Nemico comune del Cuore della Terra,Sconfiggi 100 Fantom @1,Sconfiggi #cfa7a0f Spettri
1080,Nemico comune dei selvaggi,Sconfiggi 500 Boarman @1,Sconfiggi Selvaggi
1081,Uovo esplosivo,Sconfitto 200 boomegg @1,Sconfiggi  #cfa7a0fUovo esplosivo
1082,Famoso come Dio,Completa automaticamente l'attività dopo aver completato l'attività predecessore,Completa tutto #cfa7a0f Sconfiggi i risultati delle serie Miras Monster
1083,Minatore laborioso (I),Crea 100 #L#cfa7a0f Stone Pickaxe #n@1#r (Stone Pickaxe può raccogliere il minerale di ferro),Costruisci  #cfa7a0fpicconi di pietra
1084,Minatore laborioso (II),Crea 50 #L#cfa7a0f Iron Pickaxe #n@1#r (Iron Pickaxe può raccogliere miniere avanzate),Costruisci  #cfa7a0fpicconi di ferro
1085,Minatore laborioso (III),Crea 20 #L#cfa7a0f Diamond Drill #n@1#r (il trapano diamante può raccogliere il cristallo nero),Costruisci  #cfa7a0fpicconi di diamante
1086,Vetro (I),Smelt 10 #L#cfa7a0f Blocco di vetro #n@1,Fondi #cfa7a0fvetro
1087,Vetro (II),Smelt 500 #L#cfa7a0f Blocco di vetro #n@1,Fondi #cfa7a0fvetro
1088,Vetro (III),Smelt 2000 #L#cfa7a0f Blocco di vetro #n@1,Fondi #cfa7a0fvetro
1089,Collezionista di lingotti di ferro (I),Smelt 10 #L#cfa7a0f Iron Ingot #n@1,Fondi #cfa7a0flingotti di ferro
1090,Collezionista di lingotti di ferro (II),Smelt 100 #L#cfa7a0f Iron Ingot #n@1,Fondi #cfa7a0flingotti di ferro
1091,Collezionista di lingotti di ferro (III),Smelt 300 #L#cfa7a0f Iron Ingot #n@1,Fondi #cfa7a0flingotti di ferro
1092,Miniera di diamanti (I),Mine 10 #L#cfa7a0f Diamond Ore #n@1,Estrai #cfa7a0fminerali di diamante
1093,Miniera di diamanti (II),Mine 50 #L#cfa7a0f Diamond Ore #n@1,Estrai #cfa7a0fminerali di diamante
1094,Miniera di diamanti (III),Il mio 200 #L#cfa7a0f Diamond Ore #n@1,Estrai #cfa7a0fminerali di diamante
1095,Addestratore di cani (I),Tame 1 lupo con ossa di animali @1,Doma #cfa7a0fil lupo
1096,Addestratore di cani (II),Tame 5 lupi con ossa animali @1,Doma #cfa7a0fil lupo
